SUBDIVISION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,Jan-Feb,Mar-May,Jun-Sep,Oct-Dec
NORTH INTERIOR KARNATAKA,1901,3.5,18.8,7.1,67.2,65.5,120.5,151.9,115.1,128.8,80.0,13.6,0.9,773.0,22.3,139.8,516.4,94.5
NORTH INTERIOR KARNATAKA,1902,0.0,0.0,0.3,22.5,34.4,111.3,83.2,78.1,146.7,118.8,35.7,85.1,716.1,0.0,57.1,419.3,239.6
NORTH INTERIOR KARNATAKA,1903,3.5,0.0,0.1,6.9,53.4,102.8,209.4,146.4,189.3,166.4,34.3,16.0,928.5,3.5,60.3,647.9,216.8
NORTH INTERIOR KARNATAKA,1904,0.2,0.3,8.5,11.0,46.3,120.6,91.6,48.5,165.1,86.5,0.0,0.0,578.6,0.5,65.8,425.8,86.5
NORTH INTERIOR KARNATAKA,1905,0.0,6.0,2.6,16.0,51.2,99.6,60.1,139.2,42.2,85.0,4.4,0.0,506.2,6.0,69.8,341.1,89.4
NORTH INTERIOR KARNATAKA,1906,21.3,0.0,0.2,2.6,30.0,142.0,120.3,182.1,116.0,86.2,24.3,58.9,783.8,21.3,32.7,560.4,169.4
NORTH INTERIOR KARNATAKA,1907,1.1,0.0,12.1,96.9,5.6,90.6,155.1,185.2,165.8,10.3,17.9,6.1,746.7,1.1,114.6,596.7,34.3
NORTH INTERIOR KARNATAKA,1908,1.3,0.3,2.4,16.0,20.7,62.6,154.9,86.1,232.7,16.9,1.1,0.1,595.1,1.6,39.1,536.4,18.0
NORTH INTERIOR KARNATAKA,1909,2.4,0.1,10.1,11.8,55.3,110.3,140.4,175.6,106.2,50.0,12.0,1.6,675.8,2.5,77.1,532.5,63.6
NORTH INTERIOR KARNATAKA,1910,0.0,0.0,4.5,2.5,28.2,78.2,127.9,195.5,186.3,104.1,32.3,0.0,759.4,0.0,35.2,587.9,136.4
NORTH INTERIOR KARNATAKA,1911,0.0,0.0,5.1,3.1,43.2,87.6,151.5,71.6,67.4,61.4,8.8,10.3,510.0,0.0,51.4,378.1,80.6
NORTH INTERIOR KARNATAKA,1912,0.0,12.5,0.0,42.6,38.2,43.7,226.2,158.0,104.4,104.9,28.3,0.0,758.7,12.5,80.8,532.3,133.1
NORTH INTERIOR KARNATAKA,1913,0.0,0.9,0.0,16.3,76.7,104.0,150.9,45.0,89.3,85.4,2.5,1.3,572.3,0.9,93.0,389.2,89.2
NORTH INTERIOR KARNATAKA,1914,0.0,0.0,0.6,19.5,34.2,74.4,220.9,237.1,152.1,24.9,43.0,18.2,824.8,0.0,54.2,684.5,86.1
NORTH INTERIOR KARNATAKA,1915,26.5,2.4,25.6,32.4,40.3,107.2,150.1,57.8,173.6,89.3,42.6,5.5,753.3,28.9,98.3,488.8,137.4
NORTH INTERIOR KARNATAKA,1916,0.0,1.2,0.2,22.7,60.1,97.4,234.0,82.4,190.8,197.3,201.8,0.0,1087.9,1.2,83.0,604.6,399.1
NORTH INTERIOR KARNATAKA,1917,0.0,21.1,22.7,11.7,20.2,117.0,77.8,164.2,192.6,137.2,59.4,0.0,823.8,21.1,54.6,551.6,196.6
NORTH INTERIOR KARNATAKA,1918,5.9,0.2,2.3,22.5,117.3,43.3,37.0,61.2,150.8,19.6,62.5,5.5,528.0,6.1,142.0,292.3,87.6
NORTH INTERIOR KARNATAKA,1919,10.6,0.3,0.1,13.2,64.7,124.2,72.7,41.0,228.5,84.3,85.0,2.5,727.1,10.8,78.1,466.3,171.9
NORTH INTERIOR KARNATAKA,1920,2.6,0.0,0.0,25.1,32.3,75.3,82.6,56.5,139.5,54.3,2.2,0.0,470.3,2.6,57.4,353.9,56.4
NORTH INTERIOR KARNATAKA,1921,0.2,0.0,1.2,33.6,5.4,63.5,158.2,41.7,49.4,125.3,104.5,0.0,582.8,0.2,40.2,312.7,229.7
NORTH INTERIOR KARNATAKA,1922,24.5,1.5,0.2,30.2,40.4,70.7,108.1,40.4,35.9,64.9,92.1,0.0,509.0,26.0,70.8,255.1,157.0
