SUBDIVISION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,Jan-Feb,Mar-May,Jun-Sep,Oct-Dec
LAKSHADWEEP,1901,22.6,86.4,114.8,263.8,37.3,459.0,0.0,0.0,46.7,183.7,229.9,15.0,1459.2,109.0,415.9,505.7,428.6
LAKSHADWEEP,1902,99.3,9.6,32.6,40.4,179.1,374.2,413.3,170.0,214.3,384.2,192.8,49.0,2158.8,108.9,252.1,1171.8,626.0
LAKSHADWEEP,1903,63.5,95.0,0.0,29.5,144.1,212.4,261.8,202.0,292.1,79.1,0.0,0.0,0.0,158.5,173.6,968.3,0.0
LAKSHADWEEP,1904,0.0,0.0,13.5,13.2,143.3,261.3,256.0,38.9,219.9,153.6,8.3,68.9,1176.9,0.0,170.0,776.1,230.8
LAKSHADWEEP,1905,62.4,0.0,0.0,0.0,166.7,400.7,68.7,377.5,107.5,232.1,159.3,0.0,1574.9,62.4,166.7,954.4,391.4
LAKSHADWEEP,1906,17.8,0.0,24.4,33.8,213.0,465.0,348.6,260.5,25.9,252.3,106.5,63.8,1811.6,17.8,271.2,1100.0,422.6
LAKSHADWEEP,1907,60.6,49.3,0.0,123.5,77.0,241.1,199.5,165.6,25.8,176.3,292.7,47.4,1458.8,109.9,200.5,632.0,516.4
LAKSHADWEEP,1908,18.0,9.2,5.6,162.0,150.9,471.7,184.9,73.9,437.0,251.2,98.0,96.7,1959.1,27.2,318.5,1167.5,445.9
LAKSHADWEEP,1909,70.4,0.0,34.2,92.4,48.4,204.0,122.4,368.8,105.1,340.5,45.0,32.3,1463.5,70.4,175.0,800.3,417.8
LAKSHADWEEP,1910,2.3,0.0,32.8,34.3,201.1,340.4,155.2,292.4,301.8,317.1,171.8,0.0,1849.2,2.3,268.2,1089.8,488.9
LAKSHADWEEP,1911,22.4,0.0,0.0,0.0,104.2,425.3,245.5,60.3,67.9,316.1,276.0,170.0,1687.7,22.4,104.2,799.0,762.1
LAKSHADWEEP,1912,11.4,54.6,8.1,118.6,165.1,417.8,171.7,152.2,68.9,267.8,126.2,92.5,1654.9,66.0,291.8,810.6,486.5
LAKSHADWEEP,1913,77.0,1.8,50.3,53.4,244.0,251.8,215.5,235.5,38.6,154.3,111.4,84.9,1518.5,78.8,347.7,741.4,350.6
LAKSHADWEEP,1914,10.4,0.0,53.3,10.2,120.7,377.1,347.5,220.4,26.5,437.0,172.0,258.9,2034.0,10.4,184.2,971.5,867.9
LAKSHADWEEP,1915,0.0,0.0,22.9,50.5,143.3,183.4,461.6,76.0,222.1,151.6,155.8,78.3,1545.5,0.0,216.7,943.1,385.7
LAKSHADWEEP,1916,0.3,13.2,32.0,28.7,130.5,327.6,445.9,31.8,275.4,85.2,17.5,10.4,1398.5,13.5,191.2,1080.7,113.1
LAKSHADWEEP,1917,0.0,68.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAKSHADWEEP,1919,74.4,1.3,39.4,25.6,249.8,352.1,367.4,175.6,196.9,181.0,150.2,112.8,1926.5,75.7,314.8,1092.0,444.0
LAKSHADWEEP,1920,82.6,0.0,35.6,49.4,203.1,530.0,134.2,116.9,247.6,258.8,359.6,33.1,0.0,0.0,288.1,1028.7,651.5
LAKSHADWEEP,1921,37.6,0.0,16.8,82.4,156.3,326.2,163.7,235.5,0.0,170.3,110.3,93.0,0.0,37.6,255.5,0.0,373.6
LAKSHADWEEP,1922,17.8,56.7,0.0,214.1,112.8,232.9,258.0,190.4,425.2,152.7,210.0,57.9,1928.5,74.5,326.9,1106.5,420.6
LAKSHADWEEP,1923,43.7,1.6,25.0,0.0,13.5,372.8,314.6,198.9,189.3,149.7,65.2,197.9,1572.2,45.3,38.5,1075.6,412.8
LAKSHADWEEP,1924,23.8,1.0,4.7,57.6,224.9,567.3,339.2,396.4,236.8,96.5,15.2,8.6,1972.0,24.8,287.2,1539.7,120.3
LAKSHADWEEP,1925,2.3,7.5,15.5,32.6,244.2,327.5,192.3,295.3,63.5,109.3,144.9,242.0,1676.9,9.8,292.3,878.6,496.2
LAKSHADWEEP,1926,262.8,16.0,33.6,60.2,335.8,392.0,303.9,118.2,97.2,83.4,119.3,13.8,1836.2,278.8,429.6,911.3,216.5
LAKSHADWEEP,1927,108.2,14.7,40.7,40.4,229.0,181.2,0.0,42.0,256.0,0.0,0.0,0.0,0.0,122.9,310.1,0.0,0.0
LAKSHADWEEP,1928,42.5,66.6,0.0,1.4,212.3,206.9,268.8,174.9,53.8,124.1,116.3,139.3,0.0,109.1,0.0,704.4,379.7
