SUBDIVISION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,Jan-Feb,Mar-May,Jun-Sep,Oct-Dec
TELANGANA,1901,6.9,41.8,7.8,45.2,22.0,123.6,237.8,177.2,77.7,75.5,12.2,0.0,827.7,48.7,75.0,616.4,87.7
TELANGANA,1902,0.0,0.0,0.2,10.7,7.3,52.4,146.3,142.8,190.5,41.7,31.2,7.3,630.4,0.0,18.2,532.0,80.2
TELANGANA,1903,12.9,4.6,0.0,9.9,40.7,99.2,505.2,246.7,191.9,155.8,15.5,1.1,1283.4,17.5,50.5,1042.9,172.4
TELANGANA,1904,0.0,0.0,10.8,0.8,14.7,104.2,139.5,50.0,162.3,44.4,0.0,0.0,526.7,0.0,26.3,456.0,44.4
TELANGANA,1905,0.0,4.3,12.8,27.6,32.2,129.5,82.4,237.3,179.1,19.6,0.0,0.0,724.9,4.3,72.6,628.4,19.6
TELANGANA,1906,22.5,1.2,13.4,2.4,0.7,211.1,210.8,226.7,96.3,20.5,14.9,34.8,855.2,23.7,16.5,744.8,70.2
TELANGANA,1907,1.0,3.3,10.2,61.9,0.2,217.5,160.5,263.3,116.8,0.3,3.6,5.0,843.7,4.3,72.3,758.1,8.9
TELANGANA,1908,35.6,2.6,5.2,0.3,6.5,107.4,254.9,168.3,401.2,0.1,0.0,0.7,982.8,38.3,12.0,931.8,0.8
TELANGANA,1909,0.5,5.9,0.5,26.4,2.2,133.8,288.3,168.6,138.5,4.6,0.0,0.2,769.5,6.3,29.1,729.2,4.8
TELANGANA,1910,0.0,0.0,0.0,4.2,25.0,220.9,198.2,150.3,230.5,101.4,45.3,0.0,975.9,0.0,29.2,799.9,146.8
TELANGANA,1911,0.0,0.0,7.9,0.7,7.8,133.9,122.1,176.3,174.4,23.0,6.0,9.9,662.0,0.0,16.4,606.7,39.0
TELANGANA,1912,0.0,37.5,0.0,20.4,6.6,28.5,263.3,196.8,149.5,7.8,33.4,0.0,743.8,37.5,26.9,638.1,41.3
TELANGANA,1913,0.0,13.4,0.0,8.0,34.6,83.5,337.2,108.8,101.7,35.2,0.0,9.7,732.2,13.4,42.6,631.3,44.9
TELANGANA,1914,0.0,0.0,1.2,34.1,41.5,233.1,271.3,195.1,278.6,16.2,10.3,2.0,1083.5,0.0,76.8,978.1,28.5
TELANGANA,1915,15.4,8.6,77.8,18.8,26.7,165.6,140.4,236.2,186.8,122.0,23.6,0.1,1022.0,24.0,123.3,729.0,145.7
TELANGANA,1916,0.0,4.1,0.0,15.9,16.1,233.2,216.4,137.0,291.8,153.1,95.1,0.0,1162.6,4.1,32.0,878.4,248.1
TELANGANA,1917,0.0,65.5,33.0,34.1,52.7,184.1,267.5,180.1,275.6,106.7,6.6,0.0,1206.0,65.5,119.9,907.3,113.4
TELANGANA,1918,20.2,0.0,32.6,8.3,55.5,97.8,106.1,89.6,96.9,6.4,7.5,33.9,554.7,20.2,96.4,390.3,47.8
TELANGANA,1919,5.5,39.2,31.3,35.0,23.6,158.8,139.4,115.3,129.9,130.6,78.5,7.4,894.6,44.8,89.9,543.4,216.6
TELANGANA,1920,7.4,0.0,1.7,24.4,31.4,62.8,138.8,66.5,78.9,24.9,0.0,0.0,437.0,7.4,57.6,347.1,24.9
TELANGANA,1921,7.1,0.0,0.1,5.4,5.5,200.9,296.7,161.1,240.7,68.0,17.9,0.0,1003.3,7.1,11.0,899.4,85.9
TELANGANA,1922,55.3,0.0,0.0,6.6,50.1,69.2,184.3,158.3,170.2,23.0,50.7,0.0,767.5,55.3,56.7,581.9,73.7
TELANGANA,1923,3.0,5.3,23.3,10.7,18.0,43.5,222.8,80.3,334.4,44.0,1.0,0.0,786.2,8.3,52.0,680.9,45.0
TELANGANA,1924,37.0,0.0,0.0,9.2,34.6,62.8,124.7,220.2,288.2,51.6,116.1,0.0,944.5,37.0,43.8,695.9,167.7
TELANGANA,1925,0.0,0.0,0.0,49.8,97.8,168.1,266.2,239.2,148.1,187.5,8.1,3.1,1167.9,0.0,147.6,821.6,198.7
TELANGANA,1926,46.1,2.0,24.0,48.8,24.0,74.7,227.3,205.1,70.5,41.0,0.0,0.0,763.5,48.1,96.8,577.6,41.0
TELANGANA,1927,9.6,11.0,4.6,2.0,14.3,248.3,266.0,158.5,142.4,59.9,89.0,0.0,1005.5,20.7,20.8,815.1,148.9
TELANGANA,1928,0.0,15.8,47.3,4.5,27.9,143.9,248.6,191.6,215.2,104.1,0.0,7.4,1006.4,15.8,79.7,799.4,111.5
TELANGANA,1929,5.3,64.8,0.0,21.7,2.8,146.0,115.0,142.2,232.5,35.9,0.0,24.5,790.5,70.0,24.4,635.6,60.3
TELANGANA,1930,0.0,14.7,5.4,13.5,1.7,184.9,131.1,144.7,215.6,60.0,64.3,0.0,835.8,14.7,20.6,676.2,124.3
