State,Date,Month,Year,Average
Himachal Pradesh,2009-01-01,1,2009,0.0
Himachal Pradesh,2009-01-02,1,2009,4.400594974
Himachal Pradesh,2009-01-03,1,2009,3.4927268092727273
Himachal Pradesh,2009-01-04,1,2009,0.7933482267272727
Himachal Pradesh,2009-01-05,1,2009,2.0273188369999997
Himachal Pradesh,2009-01-06,1,2009,1.6861664335454547
Himachal Pradesh,2009-01-07,1,2009,0.557629542909091
Himachal Pradesh,2009-01-08,1,2009,1.8873882454545452
Himachal Pradesh,2009-01-09,1,2009,1.512055643909091
Himachal Pradesh,2009-01-10,1,2009,0.0
Himachal Pradesh,2009-01-11,1,2009,0.0
Himachal Pradesh,2009-01-12,1,2009,0.0
Himachal Pradesh,2009-01-13,1,2009,0.0
Himachal Pradesh,2009-01-14,1,2009,0.6781631071818182
Himachal Pradesh,2009-01-15,1,2009,3.688782947727273
Himachal Pradesh,2009-01-16,1,2009,2.546939821909091
Himachal Pradesh,2009-01-17,1,2009,5.460194129090909
Himachal Pradesh,2009-01-18,1,2009,0.2966722616363636
Himachal Pradesh,2009-01-19,1,2009,0.0
Himachal Pradesh,2009-01-20,1,2009,0.0
Himachal Pradesh,2009-01-21,1,2009,0.9630325844090909
Himachal Pradesh,2009-01-22,1,2009,0.0
Himachal Pradesh,2009-01-23,1,2009,0.14258256145454548
Himachal Pradesh,2009-01-24,1,2009,0.9365322101818182
Himachal Pradesh,2009-01-25,1,2009,0.3426506109090909
Himachal Pradesh,2009-01-26,1,2009,0.39105370663636363
Himachal Pradesh,2009-01-27,1,2009,0.0
Himachal Pradesh,2009-01-28,1,2009,0.0
Himachal Pradesh,2009-01-29,1,2009,0.0
Himachal Pradesh,2009-01-30,1,2009,0.008020727
Himachal Pradesh,2009-01-31,1,2009,0.0
Himachal Pradesh,2009-02-01,2,2009,0.0
Himachal Pradesh,2009-02-02,2,2009,4.4005949740000005
Himachal Pradesh,2009-02-03,2,2009,3.4927268092727273
Himachal Pradesh,2009-02-04,2,2009,0.7933482267272727
Himachal Pradesh,2009-02-05,2,2009,2.0273188369999997
Himachal Pradesh,2009-02-06,2,2009,1.6861664335454547
Himachal Pradesh,2009-02-07,2,2009,0.557629542909091
Himachal Pradesh,2009-02-08,2,2009,1.8873882454545454
Himachal Pradesh,2009-02-09,2,2009,1.5120556439090906
Himachal Pradesh,2009-02-10,2,2009,0.0
Himachal Pradesh,2009-02-11,2,2009,0.0
Himachal Pradesh,2009-02-12,2,2009,0.0
Himachal Pradesh,2009-02-13,2,2009,0.0
Himachal Pradesh,2009-02-14,2,2009,0.6781631071818182
Himachal Pradesh,2009-02-15,2,2009,3.688782947727273
Himachal Pradesh,2009-02-16,2,2009,2.546939821909091
Himachal Pradesh,2009-02-17,2,2009,5.460194129090909
Himachal Pradesh,2009-02-18,2,2009,0.2966722616363637
Himachal Pradesh,2009-02-19,2,2009,0.0
Himachal Pradesh,2009-02-20,2,2009,0.0
Himachal Pradesh,2009-02-21,2,2009,0.963032581090909
Himachal Pradesh,2009-02-22,2,2009,0.0
Himachal Pradesh,2009-02-23,2,2009,0.14258256145454545
Himachal Pradesh,2009-02-24,2,2009,0.9365322101818182
Himachal Pradesh,2009-02-25,2,2009,0.3426506109090909
Himachal Pradesh,2009-02-26,2,2009,0.39105370663636363
Himachal Pradesh,2009-02-27,2,2009,0.0
Himachal Pradesh,2009-02-28,2,2009,0.0
Himachal Pradesh,2009-03-01,3,2009,0.0
Himachal Pradesh,2009-03-02,3,2009,0.0
Himachal Pradesh,2009-03-03,3,2009,0.21457082681818182
Himachal Pradesh,2009-03-04,3,2009,0.3010921978181818
Himachal Pradesh,2009-03-05,3,2009,0.5253060613636363
Himachal Pradesh,2009-03-06,3,2009,0.014064753454545454
Himachal Pradesh,2009-03-07,3,2009,5.280203369818182
Himachal Pradesh,2009-03-08,3,2009,3.138172540454546
Himachal Pradesh,2009-03-09,3,2009,0.0
Himachal Pradesh,2009-03-10,3,2009,0.40723137536363635
Himachal Pradesh,2009-03-11,3,2009,0.874641145
Himachal Pradesh,2009-03-12,3,2009,13.443781393
Himachal Pradesh,2009-03-13,3,2009,0.6291283429090909
Himachal Pradesh,2009-03-14,3,2009,0.31938854536363637
Himachal Pradesh,2009-03-15,3,2009,2.002439864818182
Himachal Pradesh,2009-03-16,3,2009,0.41649778454545455
